S003929816 Acidimicrobium ferrooxidans (T); ICP.	Root;Bacteria;"Actinobacteria";Actinobacteria;Acidimicrobidae;Acidimicrobiales;"Acidimicrobineae";Acidimicrobiaceae;Acidimicrobium.
S000979841 Arthrobacter sanguinis (T); 741.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter.
S001097493 Arthrobacter halodurans (T); JSM 078085.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter.
S001576037 Arthrobacter alpinus (T); S6-3.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter.
S001589268 Arthrobacter livingstonensis (T); LI2.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter.
S001589269 Arthrobacter cryotolerans (T); LI3.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter.
S001792938 Arthrobacter flavus (T); JCM 11496.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter.
S002033220 Arthrobacter equi (T); IMMIB L-1606.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter.
S002165853 Arthrobacter cryoconiti (T); Cr6-08.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter.
S002236309 Arthrobacter psychrochitiniphilus (T); JCM 13874.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter.
S002909598 Arthrobacter cupressi (T); D48.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter.
S001611571 Auritidibacter ignavus (T); type strain: IMMIB L-1656.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Auritidibacter.
S000104751 Citricoccus muralis (T); 4-0.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Citricoccus.
S000473676 Citricoccus alkalitolerans (T); YIM 70010.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Citricoccus.
S000980424 Citricoccus zhacaiensis (T); FS24.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Citricoccus.
S001265494 Citricoccus parietis (T); type strain: 02-Je-010.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Citricoccus.
S002224830 Citricoccus nitrophenolicus (T); PNP1.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Citricoccus.
S000000438 Kocuria kristinae (T); DSM 20032.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S000006261 Kocuria rosea (T); DSM.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S000007000 Kocuria varians (T); DSM 20033.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S000008149 Kocuria rhizophila (T); TA68 (DSM 11926, type strain).	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S000014978 Kocuria palustris (T); TAGA27 (DSM 11925, type strain).	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S000130611 Kocuria polaris (T); CMS76or.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S000460579 Kocuria marina (T); KMM 3905.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S000471704 Kocuria carniphila (T); CCM 132T.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S000528001 Kocuria himachalensis (T); K07-05.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S000537358 Kocuria aegyptia (T); YIM 70003.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S000736485 Kocuria halotolerans (T); YIM 90716.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S000858901 Kocuria turfanensis (T); HO-9042.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S000871747 Kocuria flava (T); HO-9041.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S001168920 Kocuria gwangalliensis (T); SJ2.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S001293481 Kocuria atrinae (T); P30.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S001293482 Kocuria koreensis (T); P31.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S001577790 Kocuria salsicia (T); 104.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Kocuria.
S000013460 Micrococcus lylae (T); DSM 20315.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Micrococcus.
S000110436 Micrococcus luteus (T); type strain: DSM 20030.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Micrococcus.
S000129410 Micrococcus antarcticus (T); T2.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Micrococcus.
S000691318 Micrococcus flavus (T); LW4.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Micrococcus.
S000893772 Micrococcus endophyticus (T); YIM 56238.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Micrococcus.
S001241135 Micrococcus yunnanensis (T); YIM 65004.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Micrococcus.
S001241593 Micrococcus terreus (T); V3M1.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Micrococcus.
S002906978 Micrococcus cohnii (T); type strain: WS4601; WS4601_419.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Micrococcus.
S000011972 Nesterenkonia halobia (T); DSM 20541.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Nesterenkonia.
S000129991 Nesterenkonia lacusekhoensis (T); EL-30.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Nesterenkonia.
S000356922 Nesterenkonia halotolerans (T); YIM70084; 1043394901-027469-19593.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Nesterenkonia.
S000356924 Nesterenkonia xinjiangensis (T); YIM70097; 1042699985-026951-28567.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Nesterenkonia.
S000361303 Nesterenkonia aethiopica (T); DSM 17733.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Nesterenkonia.
S000456435 Nesterenkonia halophila (T); YIM 70179.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Nesterenkonia.
S000475496 Nesterenkonia sandarakina (T); YIM 70009.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Nesterenkonia.
S000475497 Nesterenkonia lutea (T); YIM 70081.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Nesterenkonia.
S000511616 Nesterenkonia jeotgali (T); JG-241.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Nesterenkonia.
S000926418 Nesterenkonia flava (T); CAAS 251.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Nesterenkonia.
S001096813 Nesterenkonia alba (T); CAAS 252.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Nesterenkonia.
S001588645 Nesterenkonia suensis (T); Sua-BAC020.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Nesterenkonia.
S001416052 Renibacterium salmoninarum (T); ATCC33209.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Renibacterium.
S000000629 Rothia mucilaginosa (T); DSM.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Rothia.
S000006658 Rothia nasimurium (T); CCUG 35957.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Rothia.
S000334612 Rothia aeria (T); GTC867.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Rothia.
S000484536 Rothia amarae (T); J18; AS 4.1721; JCM 11375.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Rothia.
S000722242 Rothia terrae (T); L-143.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Rothia.
S004459051 Rothia dentocariosa (T); ATCC 17931.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Rothia.
S000001837 Sinomonas atrocyanea (T); DSM 20127.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Sinomonas.
S000995673 Sinomonas flava (T); CW 108.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Sinomonas.
S000375174 Yaniella flava (T); YIM 70178; DSM 16377.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Yaniella.
S000403225 Yaniella halotolerans (T); YIM 70085.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Yaniella.
S001264263 Yaniella soli (T); JSM 070026.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Yaniella.
S001873160 Yaniella fodinae (T); G5.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Yaniella.
S000649806 Zhihengliuella halotolerans (T); YIM 70185.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Zhihengliuella.
S001154950 Zhihengliuella alba (T); YIM 90734.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Zhihengliuella.
S001169722 Zhihengliuella aestuarii (T); DY66.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Zhihengliuella.
S002448296 Enteractinococcus coprophilus (T); YIM 100590.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Enteractinococcus.
S000768330 Arthrobacter echigonensis (T); LC10.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;unclassified_Micrococcaceae.
S000768332 Arthrobacter albidus (T); LC13.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;unclassified_Micrococcaceae.
S000013054 Cellulosimicrobium cellulans (T); DSM 43879.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Cellulosimicrobium.
S000358855 Cellulosimicrobium funkei (T); W6122.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Cellulosimicrobium.
S000752272 Cellulosimicrobium terreum (T); DS-61.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Cellulosimicrobium.
S000083870 Isoptericola variabilis (T); MX5.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Isoptericola.
S000444739 Isoptericola halotolerans (T); YIM 70177.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Isoptericola.
S000570986 Isoptericola hypogeus (T); type strain: HKI 0342.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Isoptericola.
S000651770 Isoptericola dokdonensis (T); DS-3.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Isoptericola.
S001155055 Isoptericola jiangsuensis (T); CLG.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Isoptericola.
S002234705 Isoptericola nanjingensis (T); H17.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Isoptericola.
S000368426 Myceligenerans xiligouense (T); XLG9A10.2.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Myceligenerans.
S001156333 Myceligenerans halotolerans (T); XJEEM 11063.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Myceligenerans.
S000005891 Promicromonospora citrea (T); DSM 43110T.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Promicromonospora.
S000013757 Promicromonospora sukumoe (T); IFO 14650T.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Promicromonospora.
S000145152 Promicromonospora vindobonensis (T); type strain: V-45 = IFO 16525.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Promicromonospora.
S000145153 Promicromonospora aerolata (T); type strain: V-54A = IFO 16526.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Promicromonospora.
S000925664 Promicromonospora kroppenstedtii (T); type strain: RS16.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Promicromonospora.
S001188918 Promicromonospora xylanilytica (T); YIM 61515.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Promicromonospora.
S001331896 Promicromonospora umidemergens (T); type strain: 09-Be-007.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Promicromonospora.
S002165196 Promicromonospora thailandica (T); S7F-02.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Promicromonospora.
S000473557 Xylanibacterium ulmi (T); XIL08.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Xylanibacterium.
S000428965 Xylanimicrobium pachnodae (T); VPCX2.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Xylanimicrobium.
S000393209 Xylanimonas cellulosilytica (T); XIL07.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Promicromonosporaceae;Xylanimonas.
S000009040 Rarobacter incanus (T); IFO 16558.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Rarobacteraceae;Rarobacter.
S000009734 Rarobacter faecitabidus (T); DSM 4813.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Rarobacteraceae;Rarobacter.
S001549839 Haloactinobacterium album (T); YIM 93306.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Ruaniaceae;Haloactinobacterium.
S000640727 Ruania albidiflava (T); AS 4.3142; 3-6.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Ruaniaceae;Ruania.
S000005554 Sanguibacter suarezii (T); ST26.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Sanguibacteraceae;Sanguibacter.
S000012436 Sanguibacter inulinus (T); ST50.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Sanguibacteraceae;Sanguibacter.
S000015417 Sanguibacter keddieii (T); ST74.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Sanguibacteraceae;Sanguibacter.
S000417236 Sanguibacter marinus (T); type strain: 1-19.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Sanguibacteraceae;Sanguibacter.
S000860214 Sanguibacter soli (T); DCY22.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Sanguibacteraceae;Sanguibacter.
S000979689 Sanguibacter antarcticus (T); KOPRI 21702.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Sanguibacteraceae;Sanguibacter.
S001328085 Luteimicrobium subarcticum (T); R19-04.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcineae_incertae_sedis;Luteimicrobium.
S001152078 Actinaurispora siamensis (T); CM2-8.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinaurispora.
S000385939 Actinocatenispora thailandica (T); TT2-10.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinocatenispora.
S000711100 Actinocatenispora sera (T); KV-744.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinocatenispora.
S001350275 Actinocatenispora rupis (T); type strain: CS5-AC17.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinocatenispora.
S000003791 Actinoplanes brasiliensis (T); DSM 43805.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes.
S000008031 Actinoplanes globisporus (T); JCM 3186T.	Root;Bacteria;"Actinobacteria";Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Actinoplanes.
